"description","units","source key","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Oregon : petroleum liquids","dollars per barrels","ELEC.COST.PEL-OR-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Oregon : petroleum coke","dollars per tons","ELEC.COST.PC-OR-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"Oregon : natural gas","dollars per mcf","ELEC.COST.NG-OR-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Washington",,"ELEC.COST..A",,,,,,,,,,,,
"Washington : coal","dollars per tons","ELEC.COST.COW-WA-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Washington : bituminous coal","dollars per tons","ELEC.COST.BIT-WA-99.A","W","W","--","--","--","--","--","--","W","W","W","W"
"Washington : subbituminous coal","dollars per tons","ELEC.COST.SUB-WA-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Washington : lignite coal","dollars per tons","ELEC.COST.LIG-WA-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"Washington : petroleum liquids","dollars per barrels","ELEC.COST.PEL-WA-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Washington : petroleum coke","dollars per tons","ELEC.COST.PC-WA-99.A","--","--","--","--","--","--","--","--","W","W","W","W"
"Washington : natural gas","dollars per mcf","ELEC.COST.NG-WA-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Pacific Noncontiguous",,"ELEC.COST..A",,,,,,,,,,,,
"Pacific Noncontiguous : coal","dollars per tons","ELEC.COST.COW-PCN-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Pacific Noncontiguous : bituminous coal","dollars per tons","ELEC.COST.BIT-PCN-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Pacific Noncontiguous : subbituminous coal","dollars per tons","ELEC.COST.SUB-PCN-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Pacific Noncontiguous : lignite coal","dollars per tons","ELEC.COST.LIG-PCN-99.A","--","--","--","--","--","--","W","W","W","W","W","W"
"Pacific Noncontiguous : petroleum liquids","dollars per barrels","ELEC.COST.PEL-PCN-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Pacific Noncontiguous : petroleum coke","dollars per tons","ELEC.COST.PC-PCN-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"Pacific Noncontiguous : natural gas","dollars per mcf","ELEC.COST.NG-PCN-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Alaska",,"ELEC.COST..A",,,,,,,,,,,,
"Alaska : coal","dollars per tons","ELEC.COST.COW-AK-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Alaska : bituminous coal","dollars per tons","ELEC.COST.BIT-AK-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"Alaska : subbituminous coal","dollars per tons","ELEC.COST.SUB-AK-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Alaska : lignite coal","dollars per tons","ELEC.COST.LIG-AK-99.A","--","--","--","--","--","--","W","W","W","W","W","W"
"Alaska : petroleum liquids","dollars per barrels","ELEC.COST.PEL-AK-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Alaska : petroleum coke","dollars per tons","ELEC.COST.PC-AK-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"Alaska : natural gas","dollars per mcf","ELEC.COST.NG-AK-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Hawaii",,"ELEC.COST..A",,,,,,,,,,,,
"Hawaii : coal","dollars per tons","ELEC.COST.COW-HI-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Hawaii : bituminous coal","dollars per tons","ELEC.COST.BIT-HI-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Hawaii : subbituminous coal","dollars per tons","ELEC.COST.SUB-HI-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Hawaii : lignite coal","dollars per tons","ELEC.COST.LIG-HI-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"Hawaii : petroleum liquids","dollars per barrels","ELEC.COST.PEL-HI-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Hawaii : petroleum coke","dollars per tons","ELEC.COST.PC-HI-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"Hawaii : natural gas","dollars per mcf","ELEC.COST.NG-HI-99.A","--","--","--","W","--","--","--","--","--","--","--","--"
